external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,retweet,account_category,new_june_2018,alt_external_id,tweet_id,article_url,tco1_step1,tco2_step1,tco3_step1,sentiment
895000000000000000,AMELINAASTR,#ameliss Hannity UNLOADS on the GOP and You’ll Love Who He Calls Out! https://t.co/c6MoKyW8aR #amelin https://t.co/MTxltFjyYj,United States,English,8/9/2017 12:31,8/9/2017 12:32,23,2,115,,Right,0,RightTroll,0,894789471203336193,895261311298392065,http://twitter.com/894789471203336193/statuses/895261311298392065,https://twitter.com/AmelinaasTR/status/895261311298392065/photo/1,http://ift.tt/2up8wfW,,Positive
2570250275,AIDEN7757,Amish You A Merry Christmas #MakeMusicReligious,United States,English,12/18/2016 13:57,12/18/2016 13:57,2308,2526,3027,,Hashtager,0,HashtagGamer,0,2570250275,810484056030855168,http://twitter.com/2570250275/statuses/810484056030855168,,,,Neutral
4104541313,ACAB_ZONE,‘Ellen’ dance dare fan roughed up by NYPD scores settlement with city  ��  https://t.co/6y0GeBxraX https://t.co/3B05ErWU3V,United States,English,1/13/2016 20:02,1/13/2016 20:02,4829,1100,263,,Left,0,LeftTroll,0,4104541313,687364094689595394,http://twitter.com/ACAB_ZONE/statuses/687364094689595394,https://twitter.com/ACAB_ZONE/status/687364094689595394/video/1,http://nydn.us/1Q5WCyV,,Neutral
1963417255,ANTONINAPERVAY,"Немцы: политики могут продлить санкции, а бизнес - нет. https://t.co/LZFKpOiLDA",United Arab Emirates,Russian,11/10/2015 7:44,11/10/2015 7:45,150,273,2376,,Russian,0,NonEnglish,0,1963417255,663985662761168896,http://twitter.com/AntoninaPervay/statuses/663985662761168896,http://bit.ly/1HEhJAE,,,Neutral
2570250275,AIDEN7757,#IHatePokemonGoBecause I'm middle aged. It's like my job to hate crap like that.   #GETOFFMYLAWN,United States,English,7/30/2016 16:02,7/30/2016 16:02,1478,615,1154,,Hashtager,0,HashtagGamer,0,2570250275,759418899897065472,http://twitter.com/Aiden7757/statuses/759418899897065472,,,,Negative
891000000000000000,AFEELIUTR,#ade Trump Supporters Will LOVE This Shocking Update on Russia Probe https://t.co/xPHGChyjB0 #aded https://t.co/dV9921KtiL,United States,English,8/14/2017 0:46,8/14/2017 0:46,2962,1033,1179,,Right,0,RightTroll,0,891183122305486848,896895694233055232,http://twitter.com/891183122305486848/statuses/896895694233055232,https://twitter.com/afeeliutr/status/896895694233055232/photo/1,http://ift.tt/2w4rigf,,Negative
2534421182,ABIGAILSSILK,Sometimes music is all you need to make you feel better. #PowerfulAnswers,United States,English,1/20/2015 15:10,1/20/2015 15:10,296,102,687,,Hashtager,0,HashtagGamer,0,2534421182,557555815310049280,http://twitter.com/abigailssilk/statuses/557555815310049280,,,,Positive
2534421182,ABIGAILSSILK,It's always nice to have someone in your life that makes you smile even when they're not around.,United States,English,1/20/2015 13:45,1/20/2015 13:45,296,99,476,,Hashtager,0,HashtagGamer,0,2534421182,557534388775182337,http://twitter.com/abigailssilk/statuses/557534388775182337,,,,Positive
893000000000000000,ADNNELSTR,The fact that their statements make no sense does not occur to these people. Enlist in the #USFA at… https://t.co/rFj76eSZja,Unknown,English,8/12/2017 16:12,8/12/2017 16:13,948,85,995,,Right,0,RightTroll,0,893370639309996032,896404020558016512,http://twitter.com/893370639309996032/statuses/896404020558016512,https://twitter.com/i/web/status/896403154019004416,,,Neutral
895000000000000000,ARTEMSSFE,Is Flynn's Unmasking McCabe's Revenge? https://t.co/TjevbvPtde https://t.co/3gkxKiU18n #MAGA #PJNET  #StandWithF… https://t.co/WS7zNavL0K,Unknown,English,8/9/2017 15:59,8/9/2017 15:59,10,2,99,,Right,0,RightTroll,0,895011564591263744,895313516076220417,http://twitter.com/895011564591263744/statuses/895313516076220417,https://twitter.com/gerfingerpoken/status/880818148324323328/photo/1,http://ow.ly/PHx1N,http://ift.tt/2snvWFw,Neutral
895000000000000000,ANDRREETRT,#andrrre Trump Lawyer RIPS Special Counsel for “GROSS ABUSE” https://t.co/Ho342vBUeU https://t.co/PpmIZmG93Y,Unknown,English,8/11/2017 13:12,8/11/2017 13:13,0,4,192,,Right,0,RightTroll,0,894812412028874752,895996464597524480,http://twitter.com/894812412028874752/statuses/895996464597524480,https://twitter.com/AndrreetrT/status/895996464597524480/photo/1,http://ift.tt/2fxoiTC,,Positive
749000000000000000,4EVER1937,'@navalny По следам расследования.   Итальянская винодельческая компания решила выпускать вино Dimon для России https://t.co/J9epuUUqOc',Unknown,Russian,5/5/2017 9:42,5/5/2017 9:42,4962,5333,2256,,Russian,0,NonEnglish,0,748870305280647168,860429380924964868,http://twitter.com/748870305280647168/statuses/860429380924964868,https://twitter.com/4ever1937/status/860429380924964868/photo/1,,,Neutral
893000000000000000,ADNNELSTR,RT USFreedomArmy: The USFA wants to thank all our active duty military &amp; our veterans. Enlist in our army at … https://t.co/qjHJl3qIPr,United States,English,8/15/2017 18:04,8/15/2017 18:04,1946,172,3524,,Right,0,RightTroll,0,893370639309996032,897519386201927681,http://twitter.com/893370639309996032/statuses/897519386201927681,https://twitter.com/USFreedomArmy/status/765277898211143680/photo/1,,,Negative
895000000000000000,ANAALESSIS,#Ame Bitter CNN Blocks Trump’s New Campaign Ad https://t.co/nx9JHcDv6t https://t.co/GiyBVZiFIC,Unknown,English,8/15/2017 22:39,8/15/2017 22:40,21,1,824,,Right,0,RightTroll,0,894798854717140992,897588696169447426,http://twitter.com/894798854717140992/statuses/897588696169447426,https://twitter.com/anaaleSSIs/status/897588696169447426/photo/1,http://ift.tt/2fJFOnO,,Positive
895000000000000000,ANIIANTRS,Mike Pence EXPOSES the Brutal Dictators in the UN ‘Human Rights Council’ https://t.co/nToDq2xdhL,Unknown,English,9/21/2017 11:54,9/21/2017 11:54,4921,1737,4199,,Right,0,RightTroll,0,894845726840283136,910834600615796736,http://twitter.com/894845726840283136/statuses/910834600615796736,http://ift.tt/2xUoAff,,,Negative
895000000000000000,ANAAISLEC,"RT JoeRodr36477397: Will the AG jeffsessions finally go after the ANTIFA terrorist groups sponsored by George Soros, or after Trump support…",Unknown,English,8/13/2017 6:11,8/13/2017 6:11,37,43,722,,Right,0,RightTroll,0,894801330912546817,896615162093940736,http://twitter.com/894801330912546817/statuses/896615162093940736,,,,Neutral
1657833811,ADRIENNE_GG,"Honey, I Swear it's Shrinkage #DickFlicks @midnight",United States,English,2/28/2017 10:23,2/28/2017 10:23,4871,4305,3408,,Hashtager,0,HashtagGamer,0,1657833811,836522103532736513,http://twitter.com/1657833811/statuses/836522103532736513,,,,Neutral
895000000000000000,ANAAISLEC,#anissd Police Boycott Dunkin’ Donuts for Anti-Cop Sentiment https://t.co/BAmDf1g4ZT #aniss https://t.co/PhMHrYoEja,Unknown,English,8/8/2017 14:38,8/8/2017 14:38,37,3,80,,Right,0,RightTroll,0,894801330912546817,894930773278695424,http://twitter.com/894801330912546817/statuses/894930773278695424,https://twitter.com/AnaaisLEC/status/894930773278695424/photo/1,http://ift.tt/2vAXPuw,,Neutral
891000000000000000,AFEELIUTR,#ade What the Media Shows You vs. What Really Happened https://t.co/1kCyuVbCG7 #aded https://t.co/NFMMcGLuef,United States,English,8/13/2017 16:11,8/13/2017 16:11,2961,1029,1145,,Right,0,RightTroll,0,891183122305486848,896766160586330117,http://twitter.com/891183122305486848/statuses/896766160586330117,https://twitter.com/afeeliutr/status/896766160586330117/photo/1,http://ift.tt/2fDBpT1,,Positive
895000000000000000,ANNIJONSTR,#joness Here’s What They’re NOT Telling You About Charlottesville https://t.co/XaKmOfbaJ8 https://t.co/wo3fgllH0N,Unknown,English,8/14/2017 17:47,8/14/2017 17:49,34,3,356,,Right,0,RightTroll,0,894843778544132096,897152702471426052,http://twitter.com/894843778544132096/statuses/897152702471426052,https://twitter.com/annijonstr/status/897152702471426052/photo/1,http://ift.tt/2wJyo7R,,Neutral
895000000000000000,ANAALESSIS,#Ame Look Which Governor is 100% Backing Trump Blaming “Both Sides!” https://t.co/Y1dsAr0uSF https://t.co/6gLXLCoOKy,Unknown,English,8/17/2017 10:03,8/17/2017 10:03,1004,138,1113,,Right,0,RightTroll,0,894798854717140992,898123164508672000,http://twitter.com/894798854717140992/statuses/898123164508672000,https://twitter.com/anaaleSSIs/status/898123164508672000/photo/1,http://ift.tt/2v4q4xz,,Neutral
895000000000000000,ANISSNOVOTR,#anniss Another MASSIVE NY Times Blunder is Going Viral! https://t.co/FEvC33DIbi https://t.co/ZLwzFCftvh,Unknown,English,8/12/2017 18:47,8/12/2017 18:47,28,2,49,,Right,0,RightTroll,0,894827651289931776,896443117708222466,http://twitter.com/894827651289931776/statuses/896443117708222466,https://twitter.com/anissNovotr/status/896443117708222466/photo/1,http://ift.tt/2wSFKoJ,,Neutral
893000000000000000,ALLBERRTOSS,RT votetrump77: My friend Josh owns a St. Pete beach Florida Tattoo shop. Sun coast tattoos. This is his latest ta… https://t.co/s9gz4ZjIdD,Unknown,English,8/7/2017 17:26,8/7/2017 17:26,19,0,26,,Right,0,RightTroll,0,893392468502355968,894610691080015873,http://twitter.com/893392468502355968/statuses/894610691080015873,https://twitter.com/votetrump77/status/759533730763378688/photo/1,,,Positive
895000000000000000,ANDRISNABRT,"#andris BREAKING : DOJ Goes After ANTIFA, Obtains Search Warrant! https://t.co/2StlRyiqpK https://t.co/UIzC1cZ9nf",Unknown,English,8/15/2017 17:06,8/15/2017 17:07,47,9,499,,Right,0,RightTroll,0,894810803190288385,897504835783671808,http://twitter.com/894810803190288385/statuses/897504835783671808,https://twitter.com/AndrisnaBRT/status/897504835783671808/photo/1,http://ift.tt/2vB1xDT,,Neutral
895000000000000000,AMELINAASTR,#ameliss Maxine Waters Unveils Her Really Dumb Plan to Stop N. Korea https://t.co/Q1YlD5VngK #amelin https://t.co/j64SG05FaQ,United States,English,8/12/2017 18:31,8/12/2017 18:31,23,2,169,,Right,0,RightTroll,0,894789471203336193,896438990013857796,http://twitter.com/894789471203336193/statuses/896438990013857796,https://twitter.com/AmelinaasTR/status/896438990013857796/photo/1,http://ift.tt/2vt4yWK,,Negative
895000000000000000,ARTEMSSFE,Rescind ObamaCare Rule Exempting Hypocrites In Congress https://t.co/nRD4Ci4rUX https://t.co/3gkxKiCqgP #MAGA #P… https://t.co/vPZ3i0rVuZ,Unknown,English,8/13/2017 6:55,8/13/2017 6:55,10,4,925,,Right,0,RightTroll,0,895011564591263744,896626266870296577,http://twitter.com/895011564591263744/statuses/896626266870296577,https://twitter.com/gerfingerpoken/status/891115838186471424/photo/1,http://ow.ly/PHx1N,http://dlvr.it/PYYx3P,Neutral
2500690416,ANNIEPOSHES,#MyOlympicSportWouldBe not believing to Hillary,United States,English,8/3/2016 14:42,8/3/2016 14:42,2483,1358,1836,,Hashtager,0,HashtagGamer,1,2500690416,760848294809509888,http://twitter.com/AnniePoshes/statuses/760848294809509888,,,,Neutral
2612066397,ANDYDREWDANIELS,#makemusicreligious I Wanna Be Your Manna From Heaven,United States,English,12/18/2016 13:38,12/18/2016 13:38,1784,1897,2006,,Hashtager,0,HashtagGamer,1,2612066397,810479246225375232,http://twitter.com/2612066397/statuses/810479246225375232,,,,Neutral
895000000000000000,ANGISDOOYL,"RT Julien_Assange: Every record, destroyed or falsified, every book rewritten, every picture, repainted, every sta… https://t.co/OCdaRv1HOQ",Unknown,English,8/17/2017 21:59,8/17/2017 21:59,1004,38,280,,Right,0,RightTroll,0,894824964431515648,898303243695996928,http://twitter.com/894824964431515648/statuses/898303243695996928,https://twitter.com/i/web/status/898188991702237184,,,Neutral
904753000000000000,AMCONVOICE,"President Trump: ""I'm not a racist. I'm the least racist person you have ever interviewed, that I can tell you."" https://t.co/rraQfufXZ0",United States,English,1/15/2018 2:18,1/15/2018 2:19,1256,1279,592,,Right,0,RightTroll,1,904753226825719809,952726769903181824,http://twitter.com/904753226825719809/statuses/952726769903181824,https://twitter.com/Amconvoice/status/952726769903181824/video/1,,,Negative
895000000000000000,ANNIJONSTR,#joness Anti-Trump Nevada Senator Dean Heller Just Got VERY BAD NEWS https://t.co/sB5Ur2lz0B https://t.co/bRQ15iHmco,Unknown,English,8/8/2017 18:49,8/8/2017 18:49,34,3,31,,Right,0,RightTroll,0,894843778544132096,894993940222488579,http://twitter.com/894843778544132096/statuses/894993940222488579,https://twitter.com/annijonstr/status/894993940222488579/photo/1,http://ift.tt/2vj2Xkl,,Negative
890000000000000000,ALEESATRS,Popular Female Hunter Commits Suicide After Incessant Bullying from the Left https://t.co/io9lEsUKTt https://t.co/ctsYCWYflj,Unknown,English,7/25/2017 8:53,7/25/2017 8:53,0,0,1,,Right,0,RightTroll,0,889764716582764544,889770520375414785,http://twitter.com/889764716582764544/statuses/889770520375414785,https://twitter.com/aleesaTrs/status/889770520375414785/photo/1,http://ift.tt/2v2O3Bs,,Positive
2570250275,AIDEN7757,WTF the MP4 is a true flamethrower!! http://t.co/fnF1npd0It,United States,English,3/18/2015 10:20,3/18/2015 10:20,260,31,697,,Hashtager,0,HashtagGamer,0,2570250275,578138898821345280,http://twitter.com/Aiden7757/statuses/578138898821345280,http://youtu.be/a7C-Xj6i-MY,,,Positive
891000000000000000,ARABMTR,#arbt Dems Make Bold Move to Destroy MORE Confederate Statues https://t.co/ZdQU3kkkay #arb https://t.co/5JnFZ7JmwG,Unknown,English,8/16/2017 14:14,8/16/2017 14:14,3924,868,2217,,Right,0,RightTroll,0,891230914629521408,897823940499955714,http://twitter.com/891230914629521408/statuses/897823940499955714,https://twitter.com/arabmtr/status/897823940499955714/photo/1,http://ift.tt/2weKLLq,,Positive
895000000000000000,ARTEMSSFE,Investigate Hillary's Uranium One Collusion with Russia https://t.co/cTxC2MKm2X https://t.co/3gkxKiCqgP #MAGA #P… https://t.co/7s4ljsMqnr,Unknown,English,8/12/2017 20:13,8/12/2017 20:13,10,4,836,,Right,0,RightTroll,0,895011564591263744,896464572487540736,http://twitter.com/895011564591263744/statuses/896464572487540736,https://twitter.com/gerfingerpoken/status/886742008840192000/photo/1,http://ow.ly/PHx1N,http://dlvr.it/PVk07j,Neutral
2878166306,ANDYHASHTAGGER,#MyUselessSuperpower worst cosplayer ever https://t.co/BUFWAgLpYm,United States,English,5/16/2016 14:11,5/16/2016 14:11,17589,21528,9048,,Hashtager,0,HashtagGamer,1,2878166306,732211785818869760,http://twitter.com/AndyHashtagger/statuses/732211785818869760,https://twitter.com/AndyHashtagger/status/732211785818869760/photo/1,,,Negative
895000000000000000,ARTEMSSFE,#fellon VIRAL Meme PERFECTLY Sums Up Google’s FIRING Hypocrisy! https://t.co/ILIyQQRfGD https://t.co/QY5lvIckR0,Unknown,English,8/9/2017 19:00,8/9/2017 19:01,10,2,131,,Right,0,RightTroll,0,895011564591263744,895359221876887552,http://twitter.com/895011564591263744/statuses/895359221876887552,https://twitter.com/artemssFE/status/895359221876887552/photo/1,http://ift.tt/2funDlB,,Positive
895000000000000000,ANDEERLWR,#anderr NEW POLL : America Agrees With Trump on Confederate Statues https://t.co/XxMBuyXRJi https://t.co/X78xXQv5s1,United States,English,8/18/2017 17:16,8/18/2017 17:16,1005,117,631,,Right,0,RightTroll,0,894808551574695937,898594489257779200,http://twitter.com/894808551574695937/statuses/898594489257779200,https://twitter.com/andeerLWr/status/898594489257779200/photo/1,http://ift.tt/2wXDyxn,,Positive
2616344667,AMANDAVGREEN,"#LastMinuteGifts2016 a piece of trident gum,  bubblegum flavor so they know it's heartfelt",United States,English,12/22/2016 10:04,12/22/2016 10:05,4022,4706,5551,,Hashtager,0,HashtagGamer,0,2616344667,811875172844183552,http://twitter.com/2616344667/statuses/811875172844183552,,,,Neutral
895000000000000000,ANIIANTRS,SICK! Harvey Weinstein Had Contract Clause Allowing ‘Sexual Harassment’  https://t.co/NLZqoB7rYy,Unknown,English,10/13/2017 12:39,10/13/2017 12:39,553,1749,5232,,Right,0,RightTroll,0,894845726840283136,918818395952467968,http://twitter.com/894845726840283136/statuses/918818395952467968,http://ift.tt/2ggXAz4,,,Negative
895000000000000000,ASHLEEYWES,#ashle Traitor McCain is Now Attacking Trump on his STRONG N. Korea Stance https://t.co/VEFR3QeMin https://t.co/K4KGWqr21c,Unknown,English,8/9/2017 12:33,8/9/2017 12:33,0,0,6,,Right,0,RightTroll,0,895220436581191681,895261756150476801,http://twitter.com/895220436581191681/statuses/895261756150476801,https://twitter.com/AshleeYWEs/status/895261756150476801/photo/1,http://ift.tt/2uFxR4w,,Positive
891000000000000000,ARAGARTRR,#ara Steve Bannon Exposes EXACTLY Why Dems are Self Destructing! https://t.co/emjDP4ZCvk #arre https://t.co/vOpXZt9HIY,United States,English,8/17/2017 16:26,8/17/2017 16:26,3874,1516,973,,Right,0,RightTroll,0,891225084635090945,898219485047521281,http://twitter.com/891225084635090945/statuses/898219485047521281,https://twitter.com/aragartrr/status/898219485047521281/photo/1,http://ift.tt/2x7Q2RZ,,Positive
895000000000000000,AMIISTRS,#amms New Study : Trump’s Immigration Program Will Save $1 TRILLION https://t.co/Rfx1GYPHHO #amis https://t.co/00Cjd6k9M0,Unknown,English,8/15/2017 17:01,8/15/2017 17:01,29,6,487,,Right,0,RightTroll,0,894792229809561600,897503421762109440,http://twitter.com/894792229809561600/statuses/897503421762109440,https://twitter.com/amiistrs/status/897503421762109440/photo/1,http://ift.tt/2wMVHhi,,Positive
893000000000000000,ADNNELSTR,When the numbers make sense it is often time to take action. Enlist with our patriots at https://t.co/Qe3woFX1kf https://t.co/L1CXzI6ZXe,Unknown,English,8/13/2017 13:32,8/13/2017 13:32,946,83,1721,,Right,0,RightTroll,0,893370639309996032,896726199401144320,http://twitter.com/893370639309996032/statuses/896726199401144320,https://twitter.com/i/web/status/896724269652217857,http://ift.tt/2gycknu,,Positive
895000000000000000,AMBERRPAR,RT RhondaHurley2: #BuildTheWall - The Border Patrol Just BUSTED Another Group of Sex Offenders &amp; Criminals Trying … https://t.co/4wlY2Sjfpd,Unknown,English,8/17/2017 16:29,8/17/2017 16:29,1013,127,1054,,Right,0,RightTroll,0,894787222964101120,898220210540380160,http://twitter.com/894787222964101120/statuses/898220210540380160,https://en-volve.com/2017/08/15/the-border-patrol-just-busted-another-group-of-sex-offenders-and-criminals-trying-to-sneak-into-the-u-s/,,,Neutral
895000000000000000,ANGEELISTR,"#angiis North Korea Prepares For Battle, Now Doing Something DRASTIC https://t.co/5UdqVb4BCR https://t.co/ELInBRLJTr",Unknown,English,8/14/2017 15:07,8/14/2017 15:07,23,13,499,,Right,0,RightTroll,0,894815179208368128,897112334975500290,http://twitter.com/894815179208368128/statuses/897112334975500290,https://twitter.com/angeelistr/status/897112334975500290/photo/1,http://ift.tt/2vwJoXx,,Neutral
891000000000000000,ALIISTRR,614swat RoxxxyGurL YES   https://t.co/QY0sKkh4HK,United States,English,8/10/2017 5:40,8/15/2017 11:04,2923,514,1722,,Right,0,RightTroll,0,891202510660259840,895520103168696320,http://twitter.com/891202510660259840/statuses/895520103168696320,http://www.newsmax.com/Newsfront/ed-klein-hillary-plea-bargain/2017/08/08/id/806488/,,,Neutral
2500690416,ANNIEPOSHES,"#HowToLoseYourJob ordering ""sexy office sluts"" on pay per view on the office tv",United States,English,2/15/2017 16:39,2/15/2017 16:39,4865,4671,4753,,Hashtager,0,HashtagGamer,1,2500690416,831905666751033344,http://twitter.com/2500690416/statuses/831905666751033344,,,,Positive
895000000000000000,ANAAISLEC,KentRoffe ⏪#HitTheRoadHater👋👋👋ThePerfectFoods superyayadize kelliwardaz POTUS RyanJensen2018 ManMountain78R3… https://t.co/AK8vjPduFh,Unknown,English,8/17/2017 22:01,8/17/2017 22:01,1014,179,2482,,Right,0,RightTroll,0,894801330912546817,898303697825837056,http://twitter.com/894801330912546817/statuses/898303697825837056,https://twitter.com/i/web/status/898302468697845761,,,Neutral
3082043421,ALBERTMORENMORE,"Choose a job you love,",United States,English,4/23/2015 10:48,4/23/2015 10:48,142,73,152,,Right,0,RightTroll,0,3082043421,591191955717001216,http://twitter.com/AlbertMoreNMore/statuses/591191955717001216,,,,Positive
890000000000000000,AMBERLINETR,#amb WOW! Watch Migrants STORM the Beach and STUN Sunbathers! https://t.co/Cbdrguabo0 #amb https://t.co/dZJbK7EuD4,United States,English,8/11/2017 11:06,8/11/2017 11:06,2941,367,1685,,Right,0,RightTroll,0,890429331373043712,895964683022282752,http://twitter.com/890429331373043712/statuses/895964683022282752,https://twitter.com/amberlinetr/status/895964683022282752/photo/1,http://ift.tt/2wAeSuk,,Positive
